locus_id,accession,gene_gi,scaffold_id,start,stop,strand,gene_id,gene_name,gene_desc,cog,cog_fun,cog_desc,tigr_fam,tigr_roles,go,ec,ec_desc
206275,YP_010069.1,46579261.0,1944,935761,936999,+,DVU0848,QmoA,Quinone-interacting membrane-bound oxidoreductase (Shelley Haveman),COG1148,C,"Heterodisulfide reductase, subunit A and related polyferredoxins",,,"GO:0006118,GO:0004148,GO:0050660,GO:0051912",1.8.98.1,CoB--CoM heterodisulfide reductase.
206276,YP_010070.1,46579262.0,1944,937006,939282,+,DVU0849,QmoB,Quinone-interacting membrane-bound oxidoreductase (Shelley Haveman),COG1148,C,"Heterodisulfide reductase, subunit A and related polyferredoxins",,,"GO:0006118,GO:0015948,GO:0051912,GO:0009055,GO:0051536",1.8.98.1,CoB--CoM heterodisulfide reductase.
206277,YP_010071.1,46579263.0,1944,939296,940450,+,DVU0850,QmoC,Quinone-interacting membrane-bound oxidoreductase (Shelley Haveman),COG2181,C,Nitrate reductase gamma subunit,,,"GO:0006118,GO:0009055,GO:0051536,GO:0051912",1.8.98.1,CoB--CoM heterodisulfide reductase.
206278,YP_010072.1,46579264.0,1944,940540,941286,+,DVU0851,DVU0851,hypothetical protein (TIGR),,,,,,,,
206279,YP_010073.1,46579265.0,1944,941500,942297,+,DVU0852,DVU0852,"extracellular solute-binding protein, putative (TIGR)",COG834,ET,"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",,,"GO:0006810,GO:0030288,GO:0005215",,
206280,,,1944,943537,942353,-,,Protein-coding gene,conserved hypothetical protein (TIGR),COG1690,S,Uncharacterized conserved protein,,,,,
206281,YP_010075.1,46579267.0,1944,944568,944038,-,DVU0854,DVU0854,"NirD protein, putative (TIGR)",COG1522,K,Transcriptional regulators,,,,,
206282,,,1944,945759,944578,-,,Protein-coding gene,radical SAM domain protein (TIGR),COG535,R,Predicted Fe-S oxidoreductases,"TIGR04055 putative heme d1 biosynthesis radical SAM protein NirJ2 [nirJ2],TIGR04085 radical SAM additional 4Fe4S-binding domain",,"GO:0008152,GO:0003824,GO:0051536",,
206283,YP_010077.1,46579269.0,1944,946751,945759,-,DVU0856,hemB,porphobilinogen synthase (TIGR),COG113,H,Delta-aminolevulinic acid dehydratase,,,"GO:0033014,GO:0004655,GO:0046872",4.2.1.24,Porphobilinogen synthase.
206285,YP_010078.1,46579270.0,1944,947942,946761,-,DVU0857,nirJ-1,radical SAM domain protein (TIGR),COG535,R,Predicted Fe-S oxidoreductases,"TIGR04054 putative heme d1 biosynthesis radical SAM protein NirJ1 [nirJ1],TIGR04085 radical SAM additional 4Fe4S-binding domain",,"GO:0008152,GO:0051536,GO:0003824",,
206286,YP_010079.1,46579271.0,1944,948941,948258,-,DVU0858,DVU0858,"lipoprotein, putative (TIGR)",,,,,,,,
11399164,,,1944,949361,949026,-,,Protein-coding gene,,,,,,,,,
206287,,,1944,950656,949376,-,,Protein-coding gene,hypothetical protein (TIGR),,,,,,,,
11399165,,,1944,952319,950733,-,,Protein-coding gene,,,,,,,,,
206289,YP_010082.1,46579274.0,1944,953608,952490,-,DVU0861,DVU0861,"glycosyl transferase, group 1 family protein (TIGR)",COG438,M,Glycosyltransferase,,,"GO:0009058,GO:0005529",,
206290,YP_010083.1,46579275.0,1944,954673,953768,-,DVU0862,DVU0862,"flagellar protein FliS/hypothetical protein, fusion (TIGR)",COG1516,NUO,Flagellin-specific chaperone FliS,TIGR00208 flagellar protein FliS [fliS],Cellular processes:Chemotaxis and motility,"GO:0009296,GO:0009288",,
206291,YP_010084.1,46579276.0,1944,956411,954684,-,DVU0863,DVU0863,"flagellar hook-associated protein 2, putative (TIGR)",COG1345,N,Flagellar capping protein,,,"GO:0007155,GO:0009296,GO:0009288",,
206292,YP_010085.1,46579277.0,1944,957334,956549,-,DVU0864,DVU0864,"glycoprotease family protein, putative (TIGR)",COG1214,O,"Inactive homolog of metal-dependent proteases, putative molecular chaperone",TIGR03725 universal bacterial protein YeaZ [yeaZ],,"GO:0006508,GO:0008450",3.4.-.-,
206293,YP_010086.1,46579278.0,1944,958395,957331,-,DVU0865,DVU0865,"membrane-associated zinc metalloprotease, putative (TIGR)",COG750,M,Predicted membrane-associated Zn-dependent proteases 1,TIGR00054 RIP metalloprotease RseP [rseP],"Protein fate:Degradation of proteins, peptides, and glycopeptides","GO:0006508,GO:0016021,GO:0004222,GO:0005515,GO:0008270",3.4.24.-,
206294,YP_010087.1,46579279.0,1944,959618,958392,-,DVU0866,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase (TIGR),COG743,I,1-deoxy-D-xylulose 5-phosphate reductoisomerase,TIGR00243 1-deoxy-D-xylulose 5-phosphate reductoisomerase [dxr],"Biosynthesis of cofactors, prosthetic groups, and carriers:Other","GO:0008299,GO:0030604",1.1.1.267,1-deoxy-D-xylulose-5-phosphate reductoisomerase.
206295,YP_010088.1,46579280.0,1944,961108,959615,-,DVU0867,DVU0867,"aromatic amino acid decarboxylase, putative (TIGR)",COG76,E,Glutamate decarboxylase and related PLP-dependent proteins,,,"GO:0006519,GO:0019752,GO:0016831,GO:0030170",,
206296,YP_010089.1,46579281.0,1944,961923,961117,-,DVU0868,cdsA,phosphatidate cytidylyltransferase (TIGR),COG575,I,CDP-diglyceride synthetase,,,"GO:0008654,GO:0016020,GO:0004605",2.7.7.41,Phosphatidate cytidylyltransferase.
206297,YP_010090.1,46579282.0,1944,962663,961920,-,DVU0869,uppS,undecaprenyl diphosphate synthase (TIGR),COG20,I,Undecaprenyl pyrophosphate synthase,"TIGR00055 di-trans,poly-cis-decaprenylcistransferase [uppS]",Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,"GO:0008152,GO:0008834",2.5.1.31,"Di-trans,poly-cis-decaprenylcistransferase."
206298,YP_010091.1,46579283.0,1944,963341,962781,-,DVU0870,frr,ribosome recycling factor (TIGR),COG233,J,Ribosome recycling factor,TIGR00496 ribosome recycling factor [frr],Protein synthesis:Translation factors,"GO:0006412,GO:0003924,GO:0008547",3.6.5.3,Protein-synthesizing GTPase.
206299,YP_010092.1,46579284.0,1944,964061,963345,-,DVU0871,pyrH,uridylate kinase (TIGR),COG528,F,Uridylate kinase,TIGR02075 UMP kinase [pyrH],"Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions","GO:0006221,GO:0008652,GO:0009041","2.7.4.22,2.7.4.-","UMP kinase.,"
206300,YP_010093.1,46579285.0,1944,964877,964110,-,DVU0872,DVU0872,"glycosyl transferase, group 2 family protein (TIGR)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,,,,2.-.-.-,
206301,YP_010094.1,46579286.0,1944,966003,965140,-,DVU0873,tsf,translation elongation factor Ts (TIGR),COG264,J,Translation elongation factor Ts,TIGR00116 translation elongation factor Ts [tsf],Protein synthesis:Translation factors,"GO:0006414,GO:0005622,GO:0008547,GO:0003746,GO:0003924",3.6.5.3,Protein-synthesizing GTPase.
206302,YP_010095.1,46579287.0,1944,966794,966030,-,DVU0874,rpsB,ribosomal protein S2 (TIGR),COG52,J,Ribosomal protein S2,TIGR01011 ribosomal protein S2 [rpsB],Protein synthesis:Ribosomal proteins: synthesis and modification,"GO:0006412,GO:0015935,GO:0003735",,
206303,YP_010096.1,46579288.0,1944,967920,967141,-,DVU0875,DVU0875,fumarylacetoacetate hydrolase family protein (TIGR),COG179,Q,"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",,,"GO:0008152,GO:0003824",,
206304,YP_010097.1,46579289.0,1944,969612,967948,-,DVU0876,DVU0876,metallo-beta-lactamase family protein (TIGR),COG595,R,Predicted hydrolase of the metallo-beta-lactamase superfamily,,,GO:0016787,"3.-.-.-,3.1.-.-",","
206306,YP_010099.1,46579291.0,1944,970441,970085,-,DVU0878,DVU0878,"dnaK suppressor protein, putative (TIGR)",COG1734,T,DnaK suppressor protein,,,GO:0008270,,
11399166,,,1944,970678,970544,-,,Protein-coding gene,,,,,,,,,
206308,,,1944,970976,970692,-,,Protein-coding gene,hypothetical protein (TIGR),,,,,,,,
206309,YP_010102.1,46579294.0,1944,973537,971471,-,DVU0881,fusA,"translation elongation factor G, putative (TIGR)",COG480,J,Translation elongation factors (GTPases),,,"GO:0006412,GO:0008547,GO:0005525,GO:0003924",3.6.5.3,Protein-synthesizing GTPase.
206310,YP_010103.1,46579295.0,1944,973743,974207,+,DVU0882,DVU0882,hypothetical protein (TIGR),,,,,,,,
206311,YP_010104.1,46579296.0,1944,974481,974738,+,DVU0883,nrdH,"glutaredoxin, putative (TIGR)",COG695,O,Glutaredoxin and related proteins,,,"GO:0006118,GO:0045454,GO:0015035,GO:0009055",,
206312,YP_010105.1,46579297.0,1944,974735,975079,+,DVU0884,ftrB,conserved hypothetical protein (TIGR),COG4802,C,"Ferredoxin-thioredoxin reductase, catalytic subunit",,,,1.18.-.-,
206313,YP_010106.1,46579298.0,1944,976309,975521,-,DVU0885,DVU0885,amidohydrolase family protein (TIGR),,,,,,"GO:0008152,GO:0003824",,
206314,YP_010107.1,46579299.0,1944,976770,976360,-,DVU0886,DVU0886,thioesterase family protein (TIGR),COG824,R,Predicted thioesterase,"TIGR00051 acyl-CoA thioester hydrolase, YbgC/YbaW family",Unknown function:General,GO:0016787,3.1.2.-,
206315,YP_010108.1,46579300.0,1944,976825,978099,+,DVU0887,mltA,"transglycosylase, putative (TIGR)",COG2821,M,Membrane-bound lytic murein transglycosylase,,,"GO:0009254,GO:0019867,GO:0004553",3.2.1.-,
206316,YP_010109.1,46579301.0,1944,978190,979902,+,DVU0888,DVU0888,response regulator (TIGR),COG3920,T,Signal transduction histidine kinase,TIGR00229 PAS domain S-box protein,Regulatory functions:Small molecule interactions,"GO:0000160,GO:0006355,GO:0018106,GO:0000155,GO:0005524,GO:0000156",,
206317,YP_010110.1,46579302.0,1944,981137,979998,-,DVU0889,DVU0889,phosphonopyruvate decarboxylase-related protein (TIGR),COG3635,G,"Predicted phosphoglycerate mutase, AP superfamily",,,"GO:0046872,GO:0046538,GO:0046537","5.4.2.1,4.1.1.-","Phosphoglycerate mutase.,"
206318,YP_010111.1,46579303.0,1944,982408,981134,-,DVU0890,hom,homoserine dehydrogenase (TIGR),COG460,E,Homoserine dehydrogenase,,,"GO:0008652,GO:0016597,GO:0004412",1.1.1.3,Homoserine dehydrogenase.
206319,YP_010112.1,46579304.0,1944,983603,982410,-,DVU0891,DVU0891,"aminotransferase, classes I and II (TIGR)",COG436,E,Aspartate/tyrosine/aromatic aminotransferase,,,"GO:0009058,GO:0016769,GO:0030170",2.6.1.-,
206320,YP_010113.1,46579305.0,1944,983727,984254,+,DVU0892,aroK-1,shikimate kinase (TIGR),COG703,E,Shikimate kinase,,,"GO:0005524,GO:0004765",2.7.1.71,Shikimate kinase.
206321,YP_010114.1,46579306.0,1944,984283,984765,+,DVU0893,DVU0893,universal stress protein family (TIGR),COG589,T,Universal stress protein UspA and related nucleotide-binding proteins,,,GO:0006950,,
206322,YP_010115.1,46579307.0,1944,984956,986020,+,DVU0894,aroC,chorismate synthase (TIGR),COG82,E,Chorismate synthase,TIGR00033 chorismate synthase [aroC],Amino acid biosynthesis:Aromatic amino acid family,"GO:0009073,GO:0006810,GO:0016020,GO:0004107,GO:0005215","4.2.3.5,4.6.1.4","Chorismate synthase.,Transferred entry: 4.2.3.5."
206323,YP_010116.1,46579308.0,1944,986193,988421,+,DVU0895,recD,"helicase, RecD/TraA family (TIGR)",COG507,L,"ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member","TIGR01448 helicase, RecD/TraA family",Unknown function:Enzymes of unknown specificity,"GO:0009338,GO:0017111,GO:0000166,GO:0008854",3.1.11.5,Exodeoxyribonuclease V.
206324,YP_010117.1,46579309.0,1944,988431,989825,+,DVU0896,DVU0896,"lipoprotein, NLP/P60 family (TIGR)",,,,,,,,
206325,YP_010118.1,46579310.0,1944,989827,991203,+,DVU0897,DVU0897,"RNA modification enzyme, MiaB-family (TIGR)",COG621,J,2-methylthioadenine synthetase,"TIGR00089 radical SAM methylthiotransferase, MiaB/RimO family",,"GO:0008152,GO:0051536,GO:0032440",1.3.1.74,2-alkenal reductase.
206326,YP_010119.1,46579311.0,1944,991288,992169,+,DVU0898,DVU0898,conserved hypothetical protein (TIGR),COG1561,S,Uncharacterized stress-induced protein,TIGR00255 TIGR00255 family protein,Hypothetical proteins:Conserved,,,
206327,YP_010120.1,46579312.0,1944,992166,992426,+,DVU0899,DVU0899,conserved hypothetical protein (TIGR),COG2052,S,Uncharacterized protein conserved in bacteria,,,,,
206328,YP_010121.1,46579313.0,1944,992426,993049,+,DVU0900,gmk,guanylate kinase (TIGR),COG194,F,Guanylate kinase,TIGR03263 guanylate kinase [gmk],"Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions","GO:0004385,GO:0004384",2.7.4.8,Guanylate kinase.
206329,YP_010122.1,46579314.0,1944,993049,993756,+,DVU0901,pyrF,orotidine 5`-phosphate decarboxylase (TIGR),COG284,F,Orotidine-5'-phosphate decarboxylase,TIGR01740 orotidine 5'-phosphate decarboxylase [pyrF],"Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis","GO:0006207,GO:0004590",4.1.1.23,Orotidine-5'-phosphate decarboxylase.
206330,YP_010123.1,46579315.0,1944,993889,994746,+,DVU0902,DVU0902,TPR domain protein (TIGR),,,,,,GO:0005488,,
206331,YP_010124.1,46579316.0,1944,994751,995608,+,DVU0903,DVU0903,HD domain protein (TIGR),COG1639,T,Predicted signal transduction protein,TIGR00277 uncharacterized domain HDIG,,GO:0003824,,
206332,YP_010125.1,46579317.0,1944,995665,997380,+,DVU0904,recJ,single-stranded-DNA-specific exonuclease RecJ (TIGR),COG608,L,Single-stranded DNA-specific exonuclease,TIGR00644 single-stranded-DNA-specific exonuclease RecJ [recJ],"DNA metabolism:DNA replication, recombination, and repair","GO:0006281,GO:0006310,GO:0003676,GO:0030145,GO:0008409",3.1.-.-,
206333,YP_010126.1,46579318.0,1944,998375,997479,-,DVU0905,lipA,lipoic acid synthetase (TIGR),COG320,H,Lipoate synthase,TIGR00510 lipoyl synthase [lipA],"Biosynthesis of cofactors, prosthetic groups, and carriers:Lipoate","GO:0009107,GO:0016992,GO:0051536",2.8.1.8,Lipoyl synthase.
206334,YP_010127.1,46579319.0,1944,998961,998305,-,DVU0906,lipB,lipoate-protein ligase B (TIGR),COG321,H,Lipoate-protein ligase B,TIGR00214 lipoyl(octanoyl) transferase [lipB],Protein fate:Protein modification and repair,"GO:0006464,GO:0009107,GO:0003824",2.3.1.181,Lipoyl(octanoyl) transferase.
206335,YP_010128.1,46579320.0,1944,1001887,998948,-,DVU0907,DVU0907,conserved domain protein (TIGR),COG5459,J,Predicted rRNA methylase,,,,,
206336,YP_010129.1,46579321.0,1944,1003530,1001899,-,DVU0908,DVU0908,"iron-sulfur cluster-binding protein, putative (TIGR)",COG3894,R,Uncharacterized metal-binding protein,,,"GO:0006118,GO:0051536,GO:0009055",,
206337,YP_010130.1,46579322.0,1944,1003696,1004091,+,DVU0909,DVU0909,hypothetical protein (TIGR),,,,,,,,
206338,YP_010131.1,46579323.0,1944,1004227,1005207,+,DVU0910,fliM,flagellar motor switch protein FliM (TIGR),COG1868,N,Flagellar motor switch protein,TIGR01397 flagellar motor switch protein FliM [fliM],Cellular processes:Chemotaxis and motility,"GO:0001539,GO:0006935,GO:0009425,GO:0003774",,
206339,YP_010132.1,46579324.0,1944,1006700,1005807,-,DVU0911,truA,tRNA pseudouridine synthase A (TIGR),COG101,J,Pseudouridylate synthase,,,"GO:0001522,GO:0006400,GO:0003723,GO:0004730,GO:0016439","5.4.99.12,4.2.1.70","tRNA-pseudouridine synthase I.,Pseudouridylate synthase."
206340,YP_010133.1,46579325.0,1944,1007286,1006702,-,DVU0912,DVU0912,conserved domain protein (TIGR),COG3334,S,Uncharacterized conserved protein,,,,,
206341,YP_010134.1,46579326.0,1944,1007800,1007363,-,DVU0913,DVU0913,conserved hypothetical protein (TIGR),,,,TIGR02473 flagellar export protein FliJ [fliJ],,"GO:0001539,GO:0006935,GO:0016020,GO:0044461,GO:0003774",,
206343,YP_010135.1,46579327.0,1944,1008608,1007871,-,DVU0914,cobS,cobalamin-5-phosphate synthase (TIGR),COG368,H,Cobalamin-5-phosphate synthase,,,"GO:0009236,GO:0051073,GO:0008818","2.7.8.26,2.-.-.-","Adenosylcobinamide-GDP ribazoletransferase.,"
206344,YP_010136.1,46579328.0,1944,1009775,1008987,-,DVU0915,DVU0915,conserved hypothetical protein (TIGR),COG1912,S,Uncharacterized conserved protein,,,,,
206345,YP_010137.1,46579329.0,1944,1010453,1009809,-,DVU0916,DVU0916,AT-rich DNA-binding protein (TIGR),COG2344,R,AT-rich DNA-binding protein,,,"GO:0006980,GO:0016481,GO:0005737,GO:0016564",,
206347,YP_010138.1,46579330.0,1944,1010806,1010558,-,DVU0917,atpE,"ATP synthase F0, C subunit (TIGR)",COG636,C,"F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K","TIGR01260 ATP synthase F0, C subunit [atpE]",Energy metabolism:ATP-proton motive force interconversion,"GO:0015986,GO:0045259,GO:0016021,GO:0003936,GO:0046961,GO:0016467,GO:0046933",3.6.3.14,H(+)-transporting two-sector ATPase.
206348,YP_010139.1,46579331.0,1944,1011643,1010942,-,DVU0918,atpB,"ATP synthase F0, A subunit (TIGR)",COG356,C,"F0F1-type ATP synthase, subunit a","TIGR01131 ATP synthase F0, A subunit [atpB]",Energy metabolism:ATP-proton motive force interconversion,"GO:0015992,GO:0045259,GO:0046933,GO:0046961,GO:0003936",3.6.3.14,H(+)-transporting two-sector ATPase.
206349,YP_010140.1,46579332.0,1944,1012082,1011648,-,DVU0919,DVU0919,hypothetical protein (TIGR),,,,,,"GO:0015986,GO:0016469",,
206350,,,1944,1012329,1012051,-,,atpI,ATP synthase protein I (TIGR),,,,,,,,
206351,YP_010142.1,46579334.0,1944,1012517,1012984,+,DVU0921,DVU0921,"5-nitroimidazole antibiotic resistance protein, putative (TIGR)",COG3467,R,Predicted flavin-nucleotide-binding protein,,,GO:0010181,,
206352,YP_010143.1,46579335.0,1944,1013584,1013027,-,DVU0922,DVU0922,cytochrome c family protein (TIGR),,,,,,"GO:0006118,GO:0005489",,
11399167,,,1944,1014066,1013929,-,,Protein-coding gene,,,,,,,,,
206353,YP_010144.1,46579336.0,1944,1014464,1014066,-,DVU0923,DVU0923,"endoribonuclease, L-PSP family (TIGR)",COG251,J,"Putative translation initiation inhibitor, yjgF family",,,,,
206355,YP_010145.1,46579337.0,1944,1015926,1014520,-,DVU0924,rumA,23S rRNA (uracil-5-)-methyltransferase RumA (TIGR),COG2265,J,SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase,TIGR00479 23S rRNA (uracil-5-)-methyltransferase RumA [rumA],Protein synthesis:tRNA and rRNA base modification,"GO:0006396,GO:0000154,GO:0008649,GO:0003723,GO:0008173",2.1.1.-,
11399168,,,1944,1016065,1016211,+,,Protein-coding gene,,,,,,,,,
206356,YP_010146.1,46579338.0,1944,1017277,1016369,-,DVU0925,rfbA,glucose-1-phosphate thymidylyltransferase (TIGR),COG1209,M,dTDP-glucose pyrophosphorylase,TIGR01207 glucose-1-phosphate thymidylyltransferase [rfbA],Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,"GO:0045226,GO:0008879",2.7.7.24,Glucose-1-phosphate thymidylyltransferase.
206357,YP_010147.1,46579339.0,1944,1017738,1017547,-,DVU0926,DVU0926,hypothetical protein (TIGR),,,,,,,,
206358,YP_010148.1,46579340.0,1944,1017855,1018163,+,DVU0927,rplU,ribosomal protein L21 (TIGR),COG261,J,Ribosomal protein L21,TIGR00061 ribosomal protein L21 [rplU],Protein synthesis:Ribosomal proteins: synthesis and modification,"GO:0006412,GO:0005840,GO:0003723,GO:0003735",,
206359,YP_010149.1,46579341.0,1944,1018184,1018447,+,DVU0928,rpmA,ribosomal protein L27 (TIGR),COG211,J,Ribosomal protein L27,TIGR00062 ribosomal protein L27 [rpmA],Protein synthesis:Ribosomal proteins: synthesis and modification,"GO:0006412,GO:0005840,GO:0003735",,
206360,YP_010150.1,46579342.0,1944,1018596,1019696,+,DVU0929,obg,"GTP-binding protein, GTP1/OBG family (TIGR)",COG536,R,Predicted GTPase,TIGR02729 Obg family GTPase CgtA [cgtA],Protein synthesis:Other,"GO:0005622,GO:0005525",,
206361,YP_010151.1,46579343.0,1944,1019714,1020856,+,DVU0930,proB,glutamate 5-kinase (TIGR),COG263,E,Glutamate 5-kinase,TIGR01027 glutamate 5-kinase [proB],Amino acid biosynthesis:Glutamate family,"GO:0006561,GO:0005737,GO:0003723,GO:0004349",2.7.2.11,Glutamate 5-kinase.
206362,YP_010152.1,46579344.0,1944,1020935,1021741,+,DVU0931,thiD,phosphomethylpyrimidine kinase (TIGR),COG351,H,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,TIGR00097 phosphomethylpyrimidine kinase [thiD],"Biosynthesis of cofactors, prosthetic groups, and carriers:Thiamine","GO:0009228,GO:0008902,GO:0008972","2.7.1.49,2.7.4.7","Hydroxymethylpyrimidine kinase.,Phosphomethylpyrimidine kinase."
206363,YP_010153.1,46579345.0,1944,1022374,1023549,+,DVU0932,DVU0932,sensor histidine kinase (TIGR),COG3852,T,"Signal transduction histidine kinase, nitrogen specific",,,"GO:0018106,GO:0004673,GO:0005524",,
206364,YP_010154.1,46579346.0,1944,1023539,1024783,+,DVU0933,DVU0933,response regulator (TIGR),COG2202,T,FOG: PAS/PAC domain,TIGR00229 PAS domain S-box protein,Regulatory functions:Small molecule interactions,"GO:0006355,GO:0000160,GO:0000155,GO:0000156",,
206365,YP_010155.1,46579347.0,1944,1024764,1025024,+,DVU0934,DVU0934,hypothetical protein (TIGR),,,,,,,,
206366,YP_010156.1,46579348.0,1944,1025021,1027525,+,DVU0935,DVU0935,methyl-accepting chemotaxis protein (TIGR),COG840,NT,Methyl-accepting chemotaxis protein,TIGR00229 PAS domain S-box protein,Regulatory functions:Small molecule interactions,"GO:0000160,GO:0006355,GO:0006935,GO:0016020,GO:0000155",,
